0	56
1	56
2	55
3	62
4	64
5	67
6	69
7	60
8	67
9	58
10	58
11	67
12	57
13	65
14	66
15	73
16	72
17	67
18	66
19	76
20	70
21	77
22	73
23	73
24	82
25	70
26	62
27	71
28	75
29	73
30	80
31	76
32	71
33	61
34	61
35	85
36	77
37	64
38	85
39	84
40	71
41	78
42	78
43	85
44	64
45	83
46	73
47	91
48	95
49	81
50	72
51	89
52	84
53	86
54	64
55	76
56	83
57	86
58	87
59	75
60	93
61	79
62	89
63	68
64	93
65	82
66	91
67	82
68	102
69	95
70	60
71	71
72	60
73	93
74	92
75	98
76	99
77	74
78	80
79	86
80	93
81	102
82	75
83	84
84	93
85	85
86	70
87	83
88	94
89	95
90	87
91	86
92	92
93	100
94	92
95	91
96	87
97	86
98	100
99	85
100	97
101	85
102	105
103	73
104	75
105	77
106	89
107	85
108	106
109	76
110	102
111	101
112	107
113	108
114	91
115	93
116	53
117	90
118	93
119	74
120	115
121	76
122	108
123	109
124	91
125	100
126	63
127	54
128	100
129	58
130	105
131	115
132	94
133	109
134	117
135	115
136	110
137	71
138	111
139	82
140	119
141	88
142	119
143	119
144	85
145	114
146	69
147	88
148	117
149	92
150	118
151	105
152	67
153	124
154	111
155	83
156	106
157	91
158	63
159	121
160	92
161	70
162	87
163	81
164	88
165	108
166	110
167	52
168	109
169	122
170	82
171	75
172	105
173	102
174	95
175	110
176	113
177	114
178	96
179	105
180	103
181	126
182	109
183	91
184	124
185	128
186	132
187	119
188	130
189	94
190	133
191	126
192	110
193	75
194	78
195	78
196	92
197	50
198	81
199	88
200	117
201	71
202	94
203	102
204	132
205	118
206	79
207	106
208	120
209	110
210	109
211	138
212	123
213	120
214	131
215	118
216	88
217	132
218	116
219	122
220	115
221	118
222	120
223	81
224	135
225	95
226	116
227	125
228	103
229	113
230	110
231	114
232	128
233	133
234	70
235	139
236	96
237	118
238	108
239	140
240	141
241	79
242	144
243	60
244	138
245	71
246	135
247	128
248	136
249	125
250	136
251	142
252	98
253	99
254	86
255	100
256	75
257	110
258	109
259	140
260	100
261	130
262	130
263	137
264	135
265	100
266	139
267	130
268	127
269	118
270	141
271	115
272	139
273	78
274	127
275	136
276	83
277	137
278	91
279	135
280	142
281	129
282	135
283	106
284	130
285	129
286	87
287	130
288	117
289	120
290	128
291	76
292	112
293	120
294	122
295	141
296	130
297	133
298	111
299	130
300	113
301	127
302	134
303	106
304	86
305	101
306	114
307	116
308	105
309	119
310	83
311	138
312	127
313	64
314	103
315	117
316	107
317	76
318	119
319	117
320	136
321	111
322	111
323	133
324	119
325	123
326	78
327	72
328	120
329	73
330	77
331	133
332	135
333	120
334	99
335	105
336	54
337	122
338	144
339	121
340	144
341	143
342	142
343	74
344	79
345	66
346	84
347	140
348	120
349	102
350	109
351	126
352	129
353	124
354	134
355	138
356	140
357	144
358	112
359	108
360	79
361	127
362	77
363	124
364	141
365	143
366	107
367	103
368	101
369	130
370	119
371	94
372	129
373	111
374	115
375	106
376	132
377	124
378	105
379	144
380	98
381	108
382	118
383	140
384	131
385	131
386	136
387	113
388	135
389	104
390	113
391	100
392	114
393	134
394	137
395	148
396	129
397	148
398	112
399	65
400	114
401	116
402	117
403	110
404	70
405	109
406	137
407	133
408	95
409	124
410	68
411	147
412	125
413	127
414	134
415	119
416	129
417	134
418	102
419	69
420	98
421	100
422	83
423	115
424	129
425	128
426	117
427	139
428	145
429	128
430	123
431	143
432	79
433	136
434	121
435	144
436	114
437	118
438	137
439	108
440	130
441	137
442	147
443	113
444	145
445	109
446	71
447	125
448	148
449	126
450	139
451	80
452	79
453	123
454	126
455	100
456	137
457	149
458	78
459	122
460	142
461	135
462	146
463	118
464	148
465	130
466	118
467	81
468	120
469	93
470	127
471	67
472	146
473	149
474	118
475	141
476	116
477	143
478	143
479	85
480	80
481	130
482	115
483	113
484	135
485	137
486	90
487	132
488	119
489	106
490	142
491	66
492	90
493	142
494	132
495	120
496	142
497	81
498	145
499	108
500	146
501	143
502	137
503	119
504	111
505	109
506	146
507	93
508	119
509	111
510	111
511	115
512	110
513	72
514	129
515	147
516	125
517	135
518	96
519	126
520	152
521	137
522	148
523	139
524	97
525	137
526	74
527	72
528	142
529	121
530	121
531	150
532	119
533	121
534	119
535	108
536	135
537	132
538	68
539	137
540	99
541	112
542	129
543	150
544	105
545	108
546	136
547	133
548	140
549	134
550	137
551	140
552	110
553	140
554	141
555	147
556	72
557	118
558	132
559	139
560	121
561	111
562	143
563	109
564	105
565	135
566	141
567	140
568	111
569	147
570	139
571	146
572	136
573	148
574	108
575	113
576	143
577	118
578	139
579	112
580	102
581	122
582	145
583	140
584	89
585	122
586	113
587	141
588	74
589	123
590	144
591	105
592	111
593	110
594	130
595	110
596	115
597	142
598	141
599	135
600	82
601	118
602	104
603	117
604	150
605	133
606	122
607	138
608	145
609	116
610	113
611	100
612	121
613	140
614	82
615	139
616	114
617	114
618	133
619	148
620	113
621	134
622	138
623	72
624	122
625	108
626	120
627	103
628	118
629	117
630	100
631	121
632	78
633	113
634	133
635	118
636	132
637	117
638	146
639	143
640	129
641	121
642	118
643	146
644	145
645	122
646	98
647	120
648	103
649	64
650	135
651	127
652	148
653	120
654	108
655	132
656	138
657	150
658	129
659	136
660	118
661	108
662	148
663	121
664	129
665	71
666	123
667	124
668	117
669	131
670	130
671	112
672	118
673	126
674	119
675	136
676	124
677	135
678	117
679	129
680	111
681	133
682	132
683	129
684	131
685	134
686	141
687	127
688	135
689	147
690	107
691	144
692	143
693	114
694	99
695	132
696	81
697	115
698	119
699	133
700	143
701	124
702	129
703	63
704	122
705	148
706	65
707	135
708	116
709	81
710	115
711	114
712	145
713	83
714	121
715	68
716	130
717	90
718	64
719	123
720	120
721	118
722	129
723	146
724	117
725	122
726	65
727	117
728	141
729	67
730	125
731	102
732	98
733	139
734	116
735	137
736	130
737	138
738	120
739	73
740	95
741	121
742	108
743	119
744	123
745	117
746	122
747	131
748	88
749	119
750	121
751	87
752	134
753	130
754	147
755	137
756	69
757	128
758	138
759	130
760	122
761	138
762	132
763	112
764	122
765	121
766	131
767	120
768	125
769	127
770	136
771	117
772	60
773	134
774	120
775	109
776	147
777	130
778	131
779	124
780	135
781	126
782	127
783	135
784	73
785	138
786	133
787	136
788	123
789	81
790	127
791	137
792	125
793	128
794	68
795	127
796	135
797	124
798	127
799	141
800	132
801	104
802	134
803	138
804	138
805	137
806	56
807	118
808	131
809	137
810	97
811	131
812	133
813	102
814	139
815	95
816	124
817	122
818	138
819	133
820	123
821	130
822	135
823	120
824	125
825	131
826	122
827	135
828	128
829	118
830	116
831	121
832	127
833	135
834	104
835	60
836	137
837	133
838	130
839	106
840	129
841	132
842	138
843	133
844	134
845	133
846	148
847	134
848	127
849	131
850	135
851	131
852	134
853	133
854	132
855	126
856	135
857	127
858	119
859	125
860	129
861	132
862	138
863	132
864	130
865	130
866	125
867	128
868	129
869	131
870	136
871	127
872	132
873	130
874	131
875	129
876	133
877	127
878	134
879	94
880	132
881	138
882	125
883	145
884	130
885	121
886	124
887	132
888	121
889	62
890	142
891	128
892	128
893	86
894	127
895	131
896	128
897	142
898	61
899	129
900	128
901	131
902	132
903	141
904	131
905	126
906	131
907	132
908	128
909	125
910	117
911	122
912	131
913	125
914	131
915	134
916	132
917	132
918	113
919	120
920	130
921	130
922	127
923	101
924	135
925	127
926	134
927	142
928	131
929	113
930	146
931	131
932	145
933	141
934	136
935	140
936	86
937	134
938	95
939	129
940	124
941	130
942	74
943	133
944	143
945	145
946	116
947	126
948	109
949	113
950	126
951	112
952	145
953	126
954	126
955	93
956	145
957	135
958	123
959	130
960	143
961	95
962	124
963	122
964	95
965	139
966	128
967	130
968	130
969	121
970	59
971	138
972	126
973	130
974	128
975	143
976	128
977	129
978	131
979	144
980	106
981	125
982	104
983	123
984	130
985	120
986	137
987	148
988	145
989	126
990	130
991	143
992	129
993	114
994	130
995	92
996	126
997	121
998	128
999	123
1000	116
1001	128
1002	98
1003	134
1004	114
1005	143
1006	128
1007	114
1008	148
1009	134
1010	144
1011	133
1012	115
1013	85
1014	95
1015	129
1016	129
1017	148
1018	134
1019	116
1020	102
1021	118
1022	116
1023	123
1024	126
1025	123
1026	140
1027	126
1028	128
1029	113
1030	56
1031	129
1032	123
1033	144
1034	130
1035	141
1036	90
1037	136
1038	129
1039	107
1040	129
1041	125
1042	114
1043	127
1044	131
1045	131
1046	59
1047	84
1048	136
1049	129
1050	135
1051	124
1052	143
1053	119
1054	133
1055	118
1056	106
1057	123
1058	79
1059	131
1060	133
1061	138
1062	125
1063	123
1064	130
1065	141
1066	137
1067	142
1068	132
1069	129
1070	146
1071	134
1072	119
1073	118
1074	117
1075	144
1076	116
1077	143
1078	127
1079	131
1080	133
1081	120
1082	141
1083	121
1084	144
1085	120
1086	119
1087	133
1088	144
1089	137
1090	85
1091	132
1092	126
1093	125
1094	131
1095	119
1096	130
1097	147
1098	131
1099	124
1100	145
1101	118
1102	136
1103	117
1104	121
1105	118
1106	137
1107	138
1108	124
1109	132
1110	131
1111	136
1112	104
1113	126
1114	58
1115	146
1116	125
1117	143
1118	128
1119	140
1120	143
1121	130
1122	138
1123	141
1124	136
1125	137
1126	137
1127	131
1128	124
1129	109
1130	142
1131	145
1132	140
1133	121
1134	132
1135	64
1136	136
1137	119
1138	119
1139	124
1140	136
1141	120
1142	99
1143	69
1144	116
1145	89
1146	144
1147	121
1148	126
1149	134
1150	124
1151	122
1152	75
1153	127
1154	138
1155	133
1156	135
1157	65
1158	80
1159	134
1160	129
1161	54
1162	131
1163	136
1164	145
1165	139
1166	135
1167	131
1168	128
1169	109
1170	127
1171	138
1172	143
1173	64
1174	128
1175	137
1176	138
1177	77
1178	137
1179	123
1180	135
1181	132
1182	115
1183	138
1184	131
1185	140
1186	133
1187	64
1188	128
1189	114
1190	131
1191	73
1192	119
1193	142
1194	138
1195	126
1196	124
1197	125
1198	90
1199	136
1200	123
1201	134
1202	126
1203	135
1204	126
1205	112
1206	105
1207	144
1208	137
1209	127
1210	138
1211	139
1212	130
1213	82
1214	138
1215	135
1216	135
1217	111
1218	129
1219	116
1220	110
1221	127
1222	127
1223	123
1224	84
1225	131
1226	62
1227	138
1228	127
1229	134
1230	128
1231	121
1232	135
1233	143
1234	136
1235	130
1236	116
1237	110
1238	136
1239	76
1240	138
1241	74
1242	139
1243	141
1244	111
1245	127
1246	124
1247	138
1248	126
1249	141
1250	138
1251	118
1252	130
1253	137
1254	135
1255	126
1256	68
1257	132
1258	135
1259	131
1260	131
1261	62
1262	115
1263	134
1264	113
1265	124
1266	60
1267	131
1268	139
1269	133
1270	139
1271	128
1272	129
1273	130
1274	121
1275	132
1276	123
1277	63
1278	138
1279	135
1280	126
1281	135
1282	118
1283	137
1284	79
1285	108
1286	136
1287	119
1288	140
1289	132
1290	127
1291	116
1292	139
1293	118
1294	84
1295	128
1296	127
1297	137
1298	129
1299	122
1300	59
1301	125
1302	95
1303	111
1304	125
1305	137
1306	129
1307	117
1308	138
1309	124
1310	132
1311	131
1312	141
1313	135
1314	138
1315	132
1316	126
1317	134
1318	116
1319	114
1320	142
1321	70
1322	116
1323	100
1324	113
1325	137
1326	133
1327	133
1328	84
1329	137
1330	134
1331	140
1332	139
1333	130
1334	128
1335	105
1336	134
1337	130
1338	96
1339	143
1340	143
1341	144
1342	138
1343	123
1344	113
1345	119
1346	118
1347	133
1348	132
1349	128
1350	135
1351	87
1352	110
1353	130
1354	140
1355	124
1356	141
1357	134
1358	138
1359	138
1360	138
1361	134
1362	115
1363	143
1364	125
1365	134
1366	138
1367	90
1368	130
1369	135
1370	130
1371	132
1372	72
1373	135
1374	111
1375	110
1376	134
1377	131
1378	127
1379	119
1380	128
1381	140
1382	125
1383	125
1384	134
1385	132
1386	75
1387	140
1388	132
1389	134
1390	120
1391	138
1392	144
1393	133
1394	130
1395	74
1396	125
1397	126
1398	138
1399	132
1400	148
1401	141
1402	120
1403	137
1404	77
1405	140
1406	141
1407	123
1408	134
1409	112
1410	135
1411	119
1412	87
1413	140
1414	133
1415	122
1416	137
1417	75
1418	125
1419	94
1420	141
1421	116
1422	141
1423	80
1424	139
1425	121
1426	125
1427	125
1428	117
1429	142
1430	124
1431	135
1432	130
1433	115
1434	134
1435	135
1436	137
1437	121
1438	87
1439	91
1440	130
1441	129
1442	110
1443	134
1444	136
1445	112
1446	155
1447	121
1448	148
1449	70
1450	133
1451	115
1452	131
1453	137
1454	130
1455	130
1456	124
1457	132
1458	131
1459	127
1460	110
1461	129
1462	132
1463	135
1464	139
1465	89
1466	131
1467	130
1468	155
1469	123
1470	139
1471	132
1472	141
1473	113
1474	135
1475	125
1476	126
1477	126
1478	120
1479	110
1480	110
1481	120
1482	134
1483	137
1484	118
1485	120
1486	138
1487	122
1488	83
1489	138
1490	118
1491	111
1492	121
1493	151
1494	73
1495	68
1496	118
1497	119
1498	123
1499	109
1500	103
1501	146
1502	119
1503	131
1504	132
1505	134
1506	112
1507	126
1508	114
1509	69
1510	70
1511	140
1512	130
1513	145
1514	139
1515	132
1516	118
1517	145
1518	144
1519	124
1520	133
1521	124
1522	124
1523	132
1524	112
1525	129
1526	133
1527	132
1528	116
1529	129
1530	132
1531	135
1532	112
1533	117
1534	137
1535	136
1536	122
1537	132
1538	81
1539	124
1540	139
1541	131
1542	113
1543	136
1544	137
1545	131
1546	132
1547	119
1548	130
1549	137
1550	123
1551	131
1552	134
1553	131
1554	143
1555	123
1556	133
1557	134
1558	113
1559	136
1560	130
1561	138
1562	65
1563	135
1564	135
1565	133
1566	126
1567	131
1568	128
1569	135
1570	135
1571	141
1572	136
1573	137
1574	140
1575	131
1576	138
1577	112
1578	146
1579	147
1580	124
1581	136
1582	119
1583	124
1584	118
1585	113
1586	111
1587	115
1588	125
1589	101
1590	123
1591	133
1592	136
1593	101
1594	147
1595	112
1596	61
1597	122
1598	118
1599	109
1600	120
1601	131
1602	149
1603	135
1604	148
1605	137
1606	127
1607	114
1608	104
1609	130
1610	117
1611	145
1612	143
1613	131
1614	143
1615	128
1616	123
1617	123
1618	136
1619	136
1620	134
1621	121
1622	125
1623	136
1624	121
1625	139
1626	122
1627	139
1628	128
1629	114
1630	144
1631	126
1632	122
1633	138
1634	137
1635	124
1636	119
1637	117
1638	147
1639	117
1640	88
1641	65
1642	123
1643	133
1644	135
1645	117
1646	131
1647	135
1648	123
1649	137
1650	141
1651	119
1652	60
1653	123
1654	114
1655	138
1656	139
1657	135
1658	144
1659	133
1660	132
1661	61
1662	130
1663	121
1664	118
1665	122
1666	113
1667	125
1668	124
1669	135
1670	110
1671	128
1672	133
1673	136
1674	133
1675	138
1676	116
